"globaleventid","day","monthyear","year","fractiondate","actor1code","actor1name","actor1countrycode","actor1knowngroupcode","actor1ethniccode","actor1religion1code","actor1religion2code","actor1type1code","actor1type2code","actor1type3code","actor2code","actor2name","actor2countrycode","actor2knowngroupcode","actor2ethniccode","actor2religion1code","actor2religion2code","actor2type1code","actor2type2code","actor2type3code","isrootevent","eventcode","eventbasecode","eventrootcode","quadclass","goldsteinscale","nummentions","numsources","numarticles","avgtone","actor1geo_type","actor1geo_fullname","actor1geo_countrycode","actor1geo_adm1code","actor1geo_lat","actor1geo_long","actor1geo_featureid","actor2geo_type","actor2geo_fullname","actor2geo_countrycode","actor2geo_adm1code","actor2geo_lat","actor2geo_long","actor2geo_featureid","actiongeo_type","actiongeo_fullname","actiongeo_countrycode","actiongeo_adm1code","actiongeo_lat","actiongeo_long","actiongeo_featureid","dateadded","sourceurl"
"184229114","20070418","200704","2007","2007.2959","CAN","CANADA","CAN","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","2","1","2","4.221636","1","Canada","CA","CA","60.0","-95.0","0","1","Canada","CA","CA","60.0","-95.0","0","1","Canada","CA","CA","60.0","-95.0","0","20130203",
"116698380","20110224","201102","2011","2011.148","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","9","1","9","1.9736842","4","Taiz, Taizz, Yemen","YM","YM25","13.5795","44.0209","-3192362","4","Hodeida, Al ?udaydah, Yemen","YM","YM08","14.7978","42.9545","-3183075","4","Hodeida, Al ?udaydah, Yemen","YM","YM08","14.7978","42.9545","-3183075","20130203",
"116849611","20110225","201102","2011","2011.1508","YEM","YEMEN","YEM","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","9","1","9","4.1666665","1","Bahrain","BA","BA","26.0","50.55","0","1","Bahrain","BA","BA","26.0","50.55","0","1","Bahrain","BA","BA","26.0","50.55","0","20130203",
"116849904","20110225","201102","2011","2011.1508","YEMOPP","YEMEN","YEM","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","9","1","9","3.5211267","4","Sanaa, Sana', Yemen","YM","YM16","15.3547","44.2067","-3191442","4","Sanaa, Sana', Yemen","YM","YM16","15.3547","44.2067","-3191442","4","Sanaa, Sana', Yemen","YM","YM16","15.3547","44.2067","-3191442","20130203",
"183323375","20070319","200703","2007","2007.2164","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","4","1","4","4.402516","4","Petersburg, Sankt-Peterburg, Russia","RS","RS66","59.8944","30.2642","-2996338",,"","","","0.0","0.0","0","4","Petersburg, Sankt-Peterburg, Russia","RS","RS66","59.8944","30.2642","-2996338","20130203",
"183333856","20070319","200703","2007","2007.2164","RUS","RUSSIA","RUS","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","5","1","5","4.402516","4","Leningrad, Sankt-Peterburg, Russia","RS","RS66","59.8944","30.2642","-2996338","4","Petersburg, Sankt-Peterburg, Russia","RS","RS66","59.8944","30.2642","-2996338","4","Leningrad, Sankt-Peterburg, Russia","RS","RS66","59.8944","30.2642","-2996338","20130203",
"166290370","20070928","200709","2007","2007.7343","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","9","1","1","12.396694","1","Georgia","GG","GG","42.0","43.5","0","1","Georgia","GG","GG","42.0","43.5","0","1","Georgia","GG","GG","42.0","43.5","0","20130203",
"327570528","20141211","201412","2014","2014.9342","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","1","1","1","2.61348","4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","0","","","",,,,"4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","20141211","http://www.georgiatoday.ge/article_details.php?id=13009"
"327570529","20141211","201412","2014","2014.9342","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","4","1","4","2.61348","1","Russia","RS","RS","60.0","100.0",,"0","","","",,,,"1","Russia","RS","RS","60.0","100.0",,"20141211","http://www.georgiatoday.ge/article_details.php?id=13009"
"327608497","20141211","201412","2014","2014.9342","PRY","PARAGUAYAN","PRY","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","4","4","4","2.6989439","4","Asuncion, Villeta, Paraguay","PA","PA06","-25.2667","-57.6667","-910015","4","Horacio, Mato Grosso do Sul, Brazil","BR","BR11","-21.9","-55.35","-646142","4","Asuncion, Villeta, Paraguay","PA","PA06","-25.2667","-57.6667","-910015","20141211","http://www.laht.com/article.asp?ArticleId=2364713&CategoryId=12394"
"327610172","20141211","201412","2014","2014.9342","REB","UPRISING","","","","","","REB","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","2.61348","4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","20141211","http://www.georgiatoday.ge/article_details.php?id=13009"
"327610173","20141211","201412","2014","2014.9342","REB","UPRISING","","","","","","REB","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","4","1","4","2.61348","4","Crimea, Krym, Avtonomna Respublika, Ukraine","UP","UP11","45.0","34.0","-1043950","1","Russia","RS","RS","60.0","100.0",,"1","Russia","RS","RS","60.0","100.0",,"20141211","http://www.georgiatoday.ge/article_details.php?id=13009"
"286690714","20140220","201402","2014","2014.137","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","1","1","1","4.359673","2","Georgia, United States","US","USGA","0.0","0.0",,"0","","","",,,,"2","Georgia, United States","US","USGA","0.0","0.0",,"20140220","http://guardianlv.com/2014/02/ukraine-protests-frighten-russian-officials/"
"286690715","20140220","201402","2014","2014.137","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","4","1","4","4.359673","2","Georgia, United States","US","USGA","0.0","0.0",,"0","","","",,,,"1","Russia","RS","RS","60.0","100.0",,"20140220","http://guardianlv.com/2014/02/ukraine-protests-frighten-russian-officials/"
"286693259","20140220","201402","2014","2014.137","GOV","PRESIDENT","","","","","","GOV","","","GEOELI","EDUARD SHEVARDNADZE","GEO","","","","","ELI","","",,"1411","141","14","3","-6.5","1","1","1","4.359673","2","Georgia, United States","US","USGA","0.0","0.0",,"2","Georgia, United States","US","USGA","0.0","0.0",,"2","Georgia, United States","US","USGA","0.0","0.0",,"20140220","http://guardianlv.com/2014/02/ukraine-protests-frighten-russian-officials/"
"286693260","20140220","201402","2014","2014.137","GOV","PRESIDENT","","","","","","GOV","","","GEOELI","EDUARD SHEVARDNADZE","GEO","","","","","ELI","","",,"1411","141","14","3","-6.5","4","1","4","4.359673","2","Georgia, United States","US","USGA","0.0","0.0",,"2","Georgia, United States","US","USGA","0.0","0.0",,"1","Russia","RS","RS","60.0","100.0",,"20140220","http://guardianlv.com/2014/02/ukraine-protests-frighten-russian-officials/"
"286734140","20140220","201402","2014","2014.137","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","10","1","10","1.459854","4","Kiev, Ukraine (general), Ukraine","UP","UP00","50.4333","30.5167","-1044367","4","Kiev, Ukraine (general), Ukraine","UP","UP00","50.4333","30.5167","-1044367","4","Kiev, Ukraine (general), Ukraine","UP","UP00","50.4333","30.5167","-1044367","20140220","http://www.wwmt.com/shared/news/features/national/stories/wwmt_new-armed-forces-chief-ukraine-6831.shtml"
"258963094","20130703","201307","2013","2013.5013","GOV","PRESIDENT","","","","","","GOV","",""," EGY","EGYPT","EGY","","","","","","","",,"1411","141","14","3","-6.5","55","9","55","4.608516","4","Cairo, Al Qahirah, Egypt","EG","EG11","30.05","31.25","-290692","4","Cairo, Al Qahirah, Egypt","EG","EG11","30.05","31.25","-290692","4","Cairo, Al Qahirah, Egypt","EG","EG11","30.05","31.25","-290692","20130710","http://www.myrepublica.com/portal/index.php?action=news_details&news_id=57619"
"258963095","20130703","201307","2013","2013.5013","GOV","PRESIDENT","","","","","","GOV","",""," EGY","EGYPT","EGY","","","","","","","",,"1411","141","14","3","-6.5","5","1","5","5.7220707","1","Egypt","EG","EG","27.0","30.0",,"1","Egypt","EG","EG","27.0","30.0",,"1","Egypt","EG","EG","27.0","30.0",,"20130710","http://www.news.com.au/breaking-news/world/egypt-orders-brotherhood-chief-held/story-e6frfkui-1226677413127?from=public_rss"
"302086623","20140621","201406","2014","2014.4685","AFG","KABUL","AFG","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","10","1","10","2.7308192","4","Kabul, Kabol, Afghanistan","AF","AF13","34.5167","69.1833","-3378435","4","Kabul, Kabol, Afghanistan","AF","AF13","34.5167","69.1833","-3378435","4","Kabul, Kabol, Afghanistan","AF","AF13","34.5167","69.1833","-3378435","20140621","http://www.cbsnews.com/news/afghanistan-election-fraud-allegations-draw-hundreds-to-kabul-streets/"
"440764027","20150613","201506","2015","2015.4467","GTM","GUATEMALA CITY","GTM","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","10","1","10","-6.030151","4","Guatemala City, Guatemala, Guatemala","GT","GT07","14.6211","-90.5269","-1133206","4","Guatemala City, Guatemala, Guatemala","GT","GT07","14.6211","-90.5269","-1133206","4","Guatemala City, Guatemala, Guatemala","GT","GT07","14.6211","-90.5269","-1133206","20150613","http://www.laprensasa.com/309_america-in-english/3162851_guatemalans-demand-resignation-of-president-accused-of-corruption.html"
"28490417","19990719","199907","1999","1999.5452","OPP","OPPOSITION PARTIES","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","7","1","7","4.605263","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","20130203",
"28490418","19990719","199907","1999","1999.5452","OPP","OPPOSITION PARTIES","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","5","1","5","5.014749","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","20130203",
"28490419","19990719","199907","1999","1999.5452","OPP","OPPOSITION PARTIES","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","2","1","2","5.014749","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","1","","RB","RB","0.0","0.0","0","20130203",
"28490420","19990719","199907","1999","1999.5452","OPP","OPPOSITION PARTIES","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","2","1","2","5.014749",,"","RB","RB","0.0","0.0","0","4","Sumadija, , Serbia","RI","RI00","44.6181","20.2792","452274","1","","RB","RB","0.0","0.0","0","20130203",
"28533175","19990722","199907","1999","1999.5533","MED","NEWS AGENCY","","","","","","MED","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","4.0","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28533176","19990722","199907","1999","1999.5533","MED","NEWS AGENCY","","","","","","MED","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","4.0","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28535838","19990722","199907","1999","1999.5533","SCGSRB","SERBIA","SRB","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","2","1","2","4.0","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Kragujevac, , Serbia","RI","RI00","44.0167","20.9167","-85598","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28540259","19990723","199907","1999","1999.5562","BLR","MINSK","BLR","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","21","2","21","2.3787653","4","Minsk, Belarus (general), Belarus","BO","BO00","53.9","27.5667","-1946324","4","Minsk, Belarus (general), Belarus","BO","BO00","53.9","27.5667","-1946324","4","Minsk, Belarus (general), Belarus","BO","BO00","53.9","27.5667","-1946324","20130203",
"28540260","19990723","199907","1999","1999.5562","BLR","BELARUS","BLR","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","2","1","2","2.006689","4","Imya, Ryazanskaya Oblast', Russia","RS","RS62","54.1779","40.2036","-2915602","4","Minsk, Belarus (general), Belarus","BO","BO00","53.9","27.5667","-1946324","4","Imya, Ryazanskaya Oblast', Russia","RS","RS62","54.1779","40.2036","-2915602","20130203",
"28540261","19990723","199907","1999","1999.5562","BLR","MINSK","BLR","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","4","2","4","2.5648036","1","Lithuania","LH","LH","56.0","24.0","0","1","Lithuania","LH","LH","56.0","24.0","0","1","Lithuania","LH","LH","56.0","24.0","0","20130203",
"28548243","19990723","199907","1999","1999.5562","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","4","1","4","3.9473684","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28548244","19990723","199907","1999","1999.5562","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","3","1","3","3.7162163","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","20130203",
"28549869","19990723","199907","1999","1999.5562","SCGSRB","SERBIA","SRB","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","3.7162163","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","4","Pancevo, , Serbia","RI","RI00","44.8708","20.6403","-91405","20130203",
"28555756","19990724","199907","1999","1999.559","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","7","2","7","4.486571","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370",,"","","","0.0","0.0","0","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","20130203",
"28556365","19990724","199907","1999","1999.559","GOV","PRESIDENT","","","","","","GOV","","","SCGSRB","SERBIA","SRB","","","","","","","",,"1411","141","14","3","-6.5","2","1","2","4.5512724","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","20130203",
"28559275","19990724","199907","1999","1999.559","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","3","2","3","3.9862075",,"","YI","YI","0.0","0.0","0","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28559276","19990724","199907","1999","1999.559","OPP","PROTESTER","","","","","","OPP","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","3.930131",,"","YI","YI","0.0","0.0","0","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28560320","19990724","199907","1999","1999.559","SCGSRB","SERBIA","SRB","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","4.0983605","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28560321","19990724","199907","1999","1999.559","SCGSRB","SERBIA","SRB","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","1","1","1","4.0983605","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
"28560322","19990724","199907","1999","1999.559","SCGSRB","SERBIA","SRB","","","","","","","","GOV","PRESIDENT","","","","","","GOV","","",,"1411","141","14","3","-6.5","3","1","3","4.0983605","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","4","Sombor, , Serbia","RI","RI00","45.7742","19.1122","-96370","20130203",
"28565155","19990725","199907","1999","1999.5616","GOV","PRESIDENT","","","","","","GOV","","","","","","","","","","","","",,"1411","141","14","3","-6.5","4","2","4","5.3650537","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897",,"","","","0.0","0.0","0","4","Belgrade, Serbia (general),","RB","RB00","44.8186","20.4681","-74897","20130203",
