"actor1geo_countrycode","actor2geo_countrycode","cnt"
"CO","MT","20"
"BX","EZ","20"
"CS","AF","20"
"AR","CT","20"
"CN","BA","20"
"TZ","LA","20"
"UG","PU","20"
"ES","JO","20"
"CQ","RQ","20"
"JM","KU","20"
"JM","CB","20"
"LY","JM","20"
"NS","AG","20"
"UG","CI","19"
"AS","MH","19"
"WI","MZ","19"
"GI","JE","19"
"KS","RM","19"
"HR","GH","19"
"MG","OD","19"
"JO","HK","19"
"TD","AO","19"
"MJ","RP","19"
"FI","BL","19"
"PO","WZ","19"
"SN","GY","19"
"PK","SI","19"
"LA","AR","19"
"GY","BC","19"
"JE","BA","19"
"MJ","IZ","19"
"ZA","RB","19"
"CT","AM","19"
"KN","TD","19"
"KN","GG","19"
"HU","DJ","19"
"BY","SA","19"
"HO","RO","19"
"MG","FJ","19"
"BN","CO","19"
"LU","CM","19"
"NU","VT","19"
"KU","TD","19"
"VT","TT","19"
"LI","JE","19"
"RW","EC","19"
"LO","MU","19"
"UY","GB","19"
"MX","MP","19"
"GH","HR","19"
"SA","CG","19"
"BF","SE","19"
"CF","MU","19"
"PU","TZ","19"
"IC","QA","19"
"BD","DA","19"
"CY","GH","19"
"PP","AE","19"
"BK","KS","19"
"BK","RW","19"
"KU","KV","19"
"KN","CS","19"
"GV","VE","19"
"CB","HO","19"
"BB","SN","19"
"LH","AO","19"
"NU","NR","19"
"HU","CS","19"
"FI","MV","19"
"ES","TZ","19"
"SL","MU","19"
"RI","MG","19"
"KU","PM","19"
"HK","RQ","19"
"AF","DR","19"
"MK","AR","19"
"ER","PL","19"
"SE","VE","19"
"MK","BR","19"
"NU","AE","19"
"KS","GZ","19"
"MT","BD","19"
"UK","TP","19"
"SW","HO","19"
"MZ","CT","19"
"GY","RO","19"
"KN","FJ","19"
"FJ","AJ","19"
"PK","GY","19"
"BA","LG","19"
"GQ","IR","19"
"NH","RB","19"
"VT","UY","19"
"WZ","BA","19"
"MD","IN","19"
"AC","LY","19"
"ET","PE","19"
"IN","BB","19"
"KU","LT","19"
"MD","MY","19"
"BE","CV","19"
"TW","YM","19"
"UY","KU","19"
"RM","NL","19"
"RW","JM","19"
"CU","YI","19"
"CU","MK","19"
"DJ","RO","19"
"UK","CN","19"
"RQ","IC","19"
"ET","UZ","19"
"EI","KV","19"
"RO","NU","19"
"UV","CB","19"
"NP","GY","19"
"BO","DJ","19"
"HO","EG","19"
"ES","HU","19"
"IO","US","19"
"SP","BY","19"
"LA","YM","19"
"MZ","PM","19"
"GZ","AJ","19"
"PM","KE","19"
"UP","MZ","19"
"SP","LS","19"
"QA","MI","19"
"AL","EC","19"
"MI","GV","19"
"MI","RP","19"
"LU","AN","19"
"CJ","AC","19"
"VC","BL","19"
"SZ","TN","19"
"WI","SO","19"
"GJ","JO","19"
"CN","NG","19"
"GV","GR","19"
"IV","DJ","19"
"YI","CU","19"
"VE","BN","19"
"LU","SU","19"
"IC","OS","19"
"EZ","MR","19"
"FJ","LI","19"
"SU","TT","19"
"TU","TT","19"
"MD","TW","19"
"AS","CN","19"
"VQ","AC","19"
"SC","CA","19"
"SN","GB","19"
"IC","LY","19"
"TV","SA","19"
"CS","MG","19"
"CV","TS","19"
"TW","AO","19"
"VC","PS","19"
"MO","OC","19"
"FI","MN","19"
"BE","GK","19"
"MO","UZ","19"
"TI","EI","19"
"SY","MA","19"
"GR","BX","19"
"FP","TH","19"
"SF","MK","19"
"NL","WZ","19"
"AU","JE","19"
"KU","IC","19"
"CM","OD","19"
"LU","BK","19"
"MB","JM","19"
"NP","MA","19"
"BN","RP","19"
"AL","NP","19"
"SL","CS","19"
"CS","GA","19"
"RP","ER","19"
"BT","TU","19"
"KR","ID","19"
"JO","BL","19"
"OS","UZ","19"
"VT","AE","19"
"OC","LY","19"
"NS","BE","19"
"MP","CO","19"
"BM","UG","19"
"BU","PA","19"
"RW","TT","19"
"AE","CJ","19"
"BU","BM","19"
"WS","NL","19"
"RS","AN","19"
"FP","GQ","19"
"TN","PK","19"
"GK","SY","19"
"PM","MN","19"
"EC","LA","19"
"MB","PM","19"
"CM","CI","19"
"EN","BR","19"
"SO","WA","19"
"GB","CN","19"
"JO","OD","19"
"CI","CM","19"
"TU","PP","19"
"PL","MH","19"
"CM","FM","19"
"PS","IN","19"
"CO","LO","19"
"BK","VM","19"
"SP","ER","19"
"MP","MX","19"
"ZI","JE","19"
"PM","SG","19"
"MT","GY","19"
"LO","TI","19"
"FR","PS","19"
"BR","WZ","19"
"RI","UG","19"
"UZ","RB","19"
"HR","SL","19"
"JO","HO","19"
"MU","CQ","19"
"CO","FJ","19"
"CB","WS","19"
"AO","MV","19"
"OC","UG","19"
"RO","DJ","19"
"MI","QA","19"
"SI","BG","19"
"RQ","CQ","19"
"KG","ZI","19"
"SI","MY","19"
"UV","CE","19"
"ES","CQ","19"
"GP","NL","19"
"CJ","BE","19"
"BL","BU","19"
"MT","PE","19"
"WZ","IR","19"
"SG","LT","19"
"HR","BG","19"
"GQ","VE","19"
"ET","HO","19"
"HR","TW","19"
"GA","BO","19"
"BG","LH","19"
"TN","SZ","19"
"RO","CG","19"
"LG","FJ","19"
"BM","ZA","19"
"LE","BM","19"
"GR","MG","19"
"MG","RI","19"
"VE","OD","19"
"CY","HK","19"
"MG","MD","19"
"RI","RW","19"
"MV","AJ","19"
"BT","SP","19"
"FO","FI","19"
"AS","BN","19"
"PK","BF","19"
"KE","TI","19"
"LH","BK","19"
"BR","CJ","19"
"NP","NU","19"
"GH","RI","19"
"WA","JO","19"
"BP","GQ","19"
"ID","FP","19"
"BL","MO","19"
"KE","GG","19"
"PA","EI","19"
"NI","TX","19"
"MD","MO","19"
"KZ","PM","19"
"BF","TK","19"
"VM","GA","19"
"BK","VT","19"
"TD","SO","19"
"ST","BH","19"
"CV","FI","19"
"VI","DO","19"
"RB","MY","19"
"MB","UK","19"
"SU","OC","19"
"ML","NZ","19"
"CY","NU","19"
"UP","JM","19"
"CB","MP","19"
"DJ","BN","19"
"UP","GA","19"
"GG","CT","19"
"VQ","IN","19"
"BF","FJ","19"
"MJ","LG","19"
"OS","BK","19"
"HR","SN","19"
"LU","CV","19"
"DJ","CY","19"
"GG","NP","19"
"CE","DR","19"
"WZ","SY","19"
"BC","NP","19"
"MP","CB","19"
"GR","BD","19"
"CD","TH","19"
"GY","MT","19"
"SA","CT","19"
"NG","CG","19"
"BF","UY","19"
"ST","IT","19"
"TS","OD","19"
"LU","BA","19"
"BA","LU","19"
"DJ","VM","19"
"CJ","AR","19"
"VC","IR","19"
"QA","BN","19"
"GH","LU","19"
"BM","RI","19"
"AU","GV","19"
"AY","SP","19"
"UP","PA","19"
"WA","IC","19"
"AJ","JM","19"
"SZ","WS","19"
"SE","LU","19"
"TI","PE","19"
"SW","DR","19"
"BT","EZ","19"
"NP","GJ","19"
"SP","GL","19"
"KE","MG","19"
"MO","SI","19"
"WZ","CD","19"
"SN","TX","18"
"GY","RP","18"
"AM","GV","18"
"EC","WA","18"
"BB","KE","18"
"WE","LU","18"
"SE","SL","18"
"TT","HA","18"
"CN","IV","18"
"AN","MT","18"
"BR","MD","18"
"OS","BG","18"
"TH","MN","18"
"BH","ID","18"
"VI","SF","18"
"CJ","AE","18"
"LG","NP","18"
"EK","NO","18"
"CD","PO","18"
"UP","CM","18"
"LU","OS","18"
"TD","SC","18"
"CJ","DR","18"
"NH","GM","18"
"IR","VC","18"
"WI","WA","18"
"GQ","HK","18"
"CM","YM","18"
"JO","MD","18"
"TH","CD","18"
"MB","EZ","18"
"IR","WI","18"
"NG","BU","18"
"GT","FJ","18"
"ES","KN","18"
"AJ","VC","18"
"TT","KN","18"
"MA","MV","18"
"TS","UZ","18"
"JO","WA","18"
"WA","MK","18"
"BA","LA","18"
"GB","IN","18"
"FJ","UG","18"
"UG","RQ","18"
"PK","BD","18"
"NR","NU","18"
"CQ","ES","18"
"FG","ES","18"
"VI","DR","18"
"KS","GA","18"
"RP","EK","18"
"VM","OC","18"
"MP","HR","18"
"PK","KT","18"
"ET","AL","18"
"GA","CB","18"
"NZ","WZ","18"
"BT","QA","18"
"FI","RQ","18"
"DJ","WA","18"
"NP","PP","18"
"BH","CY","18"
"TD","AA","18"
"NG","CE","18"
"CF","HU","18"
"AM","LS","18"
"UV","CS","18"
"RO","BC","18"
"CU","SI","18"
"VE","BT","18"
"ER","BC","18"
"BB","PE","18"
"LS","IS","18"
"KE","PU","18"
"GI","SN","18"
"GR","WA","18"
"AG","NS","18"
"FM","BF","18"
"VQ","VI","18"
"OD","NG","18"
"TP","SP","18"
"TL","RM","18"
"DJ","HU","18"
"OC","KT","18"
"MO","TD","18"
"ML","MX","18"
"BA","BT","18"
"UZ","LU","18"
"RI","KE","18"
"UP","BF","18"
"AS","SV","18"
"NP","ML","18"
"NL","LS","18"
"LT","BN","18"
"SL","KZ","18"
"RQ","ET","18"
"BU","DJ","18"
"SW","MP","18"
"ZI","WI","18"
"EI","OC","18"
"CJ","GK","18"
"CE","LH","18"
"GZ","RW","18"
"UV","KZ","18"
"SO","WE","18"
"PM","SE","18"
"NG","NO","18"
"CY","RW","18"
"LG","CE","18"
"LU","GH","18"
"BC","IV","18"
"BG","LU","18"
"TO","TH","18"
"YM","PE","18"
"NZ","ML","18"
"GQ","PK","18"
"JE","GJ","18"
"TI","BM","18"
"JE","JM","18"
"CG","MY","18"
"CE","TX","18"
"NG","BR","18"
"MX","MC","18"
"VE","BA","18"
"LT","KU","18"
"TZ","UY","18"
"HO","TI","18"
"ET","KV","18"
"MV","FI","18"
"SO","RI","18"
"MK","KS","18"
"CA","FP","18"
"CN","ML","18"
"WZ","EI","18"
"EN","CU","18"
"GG","MK","18"
"SG","FI","18"
"GA","VM","18"
"CM","CQ","18"
"GB","SE","18"
"BY","TH","18"
"GP","CU","18"
"MP","LE","18"
"IC","CJ","18"
"FM","ML","18"
"TO","WZ","18"
"BA","RI","18"
"VT","ET","18"
"CY","VI","18"
"ZI","HR","18"
"CV","MX","18"
"SP","MI","18"
"TW","PG","18"
"TD","EI","18"
"GT","BG","18"
"RQ","LE","18"
"CB","BL","18"
"BB","BE","18"
"TO","FM","18"
"DJ","EK","18"
"TH","GY","18"
"AM","SM","18"
"HK","LE","18"
"EC","CY","18"
"TU","OC","18"
"PL","TD","18"
"LE","MV","18"
"EZ","CF","18"
"DJ","NP","18"
"HU","SO","18"
"BR","NG","18"
"ST","GM","18"
"CV","BC","18"
"BM","OD","18"
"NI","CS","18"
"UZ","CD","18"
"UG","CY","18"
"GG","KN","18"
"MZ","PL","18"
"IV","CE","18"
"NL","RM","18"
"FM","PO","18"
"GH","IC","18"
"WA","RO","18"
"SI","CD","18"
"KN","IC","18"
"SG","HU","18"
"EC","CD","18"
"EK","SY","18"
"MB","MX","18"
"AL","SO","18"
"GI","SY","18"
"CS","RW","18"
"FP","GM","18"
"OC","SU","18"
"AG","MK","18"
"PU","EK","18"
"CA","RE","18"
"HA","CV","18"
"TW","ML","18"
"GJ","MO","18"
"RI","TX","18"
"DO","VI","18"
"LT","FM","18"
"FM","MG","18"
"TX","BL","18"
"RB","KN","18"
"PE","ML","18"
"SZ","RM","18"
"TX","ET","18"
"DR","AF","18"
"MT","CO","18"
"FM","TO","18"
"UZ","VE","18"
"SY","BF","18"
"WA","LE","18"
"RW","MG","18"
"MN","CG","18"
"CI","CD","18"
"BH","AE","18"
"AN","CH","18"
"SY","MG","18"
"BN","TP","18"
"SU","HK","18"
"IV","PL","18"
"AG","BX","18"
"GZ","PL","18"
"VM","BY","18"
"IN","AC","18"
"TW","WS","18"
"NT","US","18"
"SM","MT","18"
"PK","TN","18"
"BY","CQ","18"
"BY","DA","18"
"MI","VM","18"
"JE","ZI","18"
"MV","GQ","18"
"GJ","LT","18"
"MN","QA","18"
"CY","DJ","18"
"TN","SN","18"
"KN","JM","18"
"VI","CU","18"
"EC","KN","18"
"SL","EC","18"
"GJ","HO","18"
"MU","ML","18"
"EN","AR","18"
"ZI","LA","18"
"RE","KN","18"
"AU","PA","18"
"ES","MO","18"
"HA","FJ","18"
"NO","NG","18"
"IT","AN","18"
"BD","MT","18"
"PA","SW","18"
"MG","LS","18"
"MV","BE","18"
"MC","MG","18"
"TS","BY","18"
"CQ","FJ","18"
"AJ","MV","18"
"IC","MZ","18"
"BA","ML","18"
"AV","FR","18"
"KT","PK","18"
"GA","AJ","18"
"ER","CM","18"
"ID","MN","18"
"AL","ZA","18"
"CE","IV","18"
"MG","FM","18"
"PM","JE","18"
"NO","CD","18"
"TH","PA","18"
"NH","CU","18"
"NZ","PC","18"
"RS","TN","18"
"OD","VE","18"
"SF","BK","18"
"SV","CA","18"
"EZ","SL","18"
"FM","TT","18"
"EC","AL","18"
"OC","GH","18"
"AU","DJ","18"
"CI","BA","18"
"UV","WI","18"
"AO","LU","18"
"GQ","FP","18"
"HA","RI","18"
"EC","RW","18"
"UY","RQ","18"
"NS","DR","18"
"BP","VM","18"
"VE","CF","18"
"PK","GQ","18"
"BG","BC","18"
"LE","BY","18"
"VC","AJ","18"
"CV","HU","18"
"MU","ZI","18"
"SA","BF","18"
"AC","ES","18"
"EZ","HO","18"
"BX","AU","18"
"GV","PL","18"
"ER","NZ","18"
"TW","WE","18"
"ES","AG","18"
"YM","CF","18"
"YI","KN","18"
"AA","BH","18"
"CG","TS","18"
"TH","MR","18"
"BD","KS","18"
"GZ","RO","18"
"YM","MG","18"
"PM","TS","18"
"ET","VT","18"
"BF","FM","18"
"EK","AU","18"
"SG","PA","18"
"WS","SN","18"
"GR","GT","18"
"BD","TW","18"
"RP","CW","18"
"CO","CM","18"
"HU","WE","18"
"RP","LS","18"
"GJ","NP","18"
"SB","CA","18"
"ZI","AL","18"
"IR","BP","18"
"FM","BU","18"
"UG","HR","18"
"LH","SO","18"
"JO","BT","18"
"BD","MY","18"
"HK","CO","18"
"SP","TP","18"
"IT","AC","18"
"BE","CJ","18"
"NL","UV","18"
"MY","PA","18"
"SO","AL","18"
"SG","BK","18"
"ES","FG","18"
"BA","BD","18"
"AM","GH","18"
"MT","LI","18"
"WS","BE","18"
"AF","CS","18"
"ML","TW","18"
"TS","SN","18"
"CF","GT","18"
"TO","PO","18"
"IC","RQ","18"
"GG","HO","18"
"LU","WE","18"
"ER","NP","18"
"NO","YI","18"
"TO","DJ","18"
"PM","KZ","17"
"WS","BG","17"
"BM","WS","17"
"TZ","TD","17"
"DR","KN","17"
"PS","PL","17"
"CU","MD","17"
"MP","CD","17"
"CE","SL","17"
"WA","MU","17"
"BL","CB","17"
"OD","GB","17"
"MT","LS","17"
"SE","UP","17"
"TO","CO","17"
"TD","MO","17"
"PO","KG","17"
"RO","CS","17"
"HU","CF","17"
"MT","BX","17"
"NZ","MC","17"
"LS","HU","17"
"PO","TO","17"
"MN","PM","17"
"BN","AF","17"
"VM","BF","17"
"LS","MG","17"
"UP","GB","17"
"CY","AO","17"
"UZ","MO","17"
"AV","NL","17"
"RP","SM","17"
"GI","AG","17"
"TI","HO","17"
"UV","FM","17"
"LO","MN","17"
"IN","VQ","17"
"SI","OS","17"
"EZ","JE","17"
"VI","GI","17"
"PA","SY","17"
"VT","RI","17"
"FR","AV","17"
"IV","YM","17"
"PP","TU","17"
"AC","IT","17"
"AL","CE","17"
"SO","GB","17"
"RM","TO","17"
"PU","EG","17"
"CI","DO","17"
"LY","MD","17"
"AC","MT","17"
"AU","ES","17"
"IN","DO","17"
"SI","IC","17"
"SO","GG","17"
"MP","TO","17"
"DR","CJ","17"
"KV","LI","17"
"AM","JE","17"
"BY","TS","17"
"PP","SZ","17"
"QA","GJ","17"
"HA","CM","17"
"CO","ER","17"
"SE","GB","17"
"AU","DR","17"
"HO","LY","17"
"AO","RQ","17"
"KU","ES","17"
"AA","GJ","17"
"PK","MC","17"
"NU","MG","17"
"KE","UY","17"
"SN","GI","17"
"CY","BB","17"
"WZ","BR","17"
"CV","HA","17"
"EN","CE","17"
"CG","ID","17"
"AM","ZA","17"
"BF","QA","17"
"LH","AG","17"
"ST","AR","17"
"WE","CB","17"
"BL","FJ","17"
"TT","WA","17"
"CS","AO","17"
"ZA","WI","17"
"KZ","PA","17"
"GT","KN","17"
"EN","BA","17"
"VC","CH","17"
"SG","LA","17"
"PP","SU","17"
"DA","ES","17"
"GJ","CE","17"
"PE","BM","17"
"BA","AC","17"
"CE","PS","17"
"TU","TO","17"
"GM","BP","17"
"BN","PK","17"
"AE","SI","17"
"CA","AV","17"
"CT","CE","17"
"NL","AC","17"
"HU","CV","17"
"BX","BT","17"
"AR","CQ","17"
"SI","SF","17"
"BE","BB","17"
"OC","PM","17"
"SE","BA","17"
"DR","CE","17"
"IC","CB","17"
"VE","TI","17"
"TD","MP","17"
"LY","JE","17"
"AL","FM","17"
"LI","WZ","17"
"BB","DA","17"
"IV","EC","17"
"ET","OS","17"
"BK","LU","17"
"SZ","NR","17"
"SH","IR","17"
"RO","GY","17"
"EG","YI","17"
"SL","EZ","17"
"JM","IV","17"
"KS","RE","17"
"TN","TZ","17"
"PA","SG","17"
"NS","AS","17"
"LT","IR","17"
"KN","LH","17"
"GY","SL","17"
"TZ","MV","17"
"MX","AY","17"
"CN","TO","17"
"CT","PO","17"
"OC","EI","17"
"FG","HA","17"
"BG","MK","17"
"IV","OD","17"
"SF","GP","17"
"LA","CY","17"
"LO","BM","17"
"GY","ZI","17"
"SL","TH","17"
"JM","CM","17"
"CB","UY","17"
"PE","BF","17"
"DO","AA","17"
"CT","WA","17"
"UZ","KE","17"
"BB","BC","17"
"RW","RI","17"
"SY","ZA","17"
"BF","ZA","17"
"BB","PL","17"
"RQ","UG","17"
"NI","BK","17"
"CS","UG","17"
"CI","TN","17"
"LU","MJ","17"
"HO","PL","17"
"BM","AM","17"
"NH","TU","17"
"CE","GJ","17"
"WS","SZ","17"
"MX","FP","17"
"KS","ML","17"
"TZ","UZ","17"
"JE","LI","17"
"WA","BL","17"
"LU","MC","17"
"PK","BB","17"
"TZ","EC","17"
"PE","SO","17"
"UG","CS","17"
"RI","ZI","17"
"JO","CM","17"
"FP","IT","17"
"SA","PU","17"
"BE","TP","17"
"CD","EC","17"
"DA","MA","17"
"WA","DJ","17"
"JN","","17"
"DJ","GA","17"
"GM","FG","17"
"PK","BP","17"
"IC","BD","17"
"AF","UY","17"
"SA","HO","17"
"CV","GB","17"
"CQ","KS","17"
"AJ","NU","17"
"NL","PU","17"
"CW","IT","17"
"GV","FM","17"
"BD","ES","17"
"FI","BD","17"
"MI","BG","17"
"VE","UZ","17"
"WS","IN","17"
"MO","LO","17"
"MC","PU","17"
"VC","TD","17"
"DR","BG","17"
"FJ","TO","17"
"ML","CN","17"
"GY","HO","17"
"GB","UY","17"
"UY","TZ","17"
"TI","CQ","17"
"PO","DJ","17"
"RI","UY","17"
"LU","CD","17"
"LU","SO","17"
"MJ","JA","17"
"VC","BH","17"
"FG","NL","17"
"CQ","MZ","17"
"IC","RW","17"
"SL","SE","17"
"MG","GH","17"
"JA","MH","17"
"CU","MV","17"
"KV","VM","17"
"CD","HU","17"
"OC","GR","17"
"AS","VI","17"
"SM","AM","17"
"CV","JM","17"
"EC","FI","17"
"AQ","TL","17"
"ZA","PM","17"
"SE","CI","17"
"DA","GT","17"
"MR","AU","17"
"FJ","UP","17"
"GV","EZ","17"
"OD","QA","17"
"NZ","MK","17"
"GT","GA","17"
"TU","NH","17"
"AU","BP","17"
"MO","VC","17"
"KU","JE","17"
"LA","LU","17"
"IZ","WI","17"
"BC","FI","17"
"DJ","PO","17"
"NR","FR","17"
"SG","WE","17"
"AL","LA","17"
"BF","PS","17"
"AU","MV","17"
"NH","LA","17"
"RM","VM","17"
"RM","SP","17"
"MD","MT","17"
"CI","PP","17"
"KN","PP","17"
"BX","GR","17"
"MF","US","17"
"CD","WZ","17"
"ZA","LA","17"
"MV","MA","17"
"ST","CO","17"
"AO","BG","17"
"UG","UY","17"
"EI","MC","17"
"CU","MP","17"
"EC","GB","17"
"NZ","AL","17"
"BN","DJ","17"
"GT","ZA","17"
"CI","MN","17"
"MN","TH","17"
"CF","PE","17"
"HA","GA","17"
"CD","MP","17"
"EN","TX","17"
"SE","ES","17"
"BE","OC","17"
"GZ","KS","17"
"JE","BM","17"
"SN","CF","17"
"PL","GV","17"
"FJ","GR","17"
"SO","TD","17"
"CI","SU","17"
"NU","TS","17"
"MO","BL","17"
"MY","DR","17"
"FM","MP","17"
"BH","PA","17"
"PL","IV","17"
"BK","AM","17"
"LY","SE","17"
"MT","NP","17"
"GQ","IS","17"
"VI","RS","17"
"EK","QA","17"
"PO","WE","17"
"KR","CE","17"
"TN","GQ","17"
"LS","IN","17"
"CO","BX","17"
"AL","BL","17"
"GA","CS","17"
"GZ","RP","17"
"AJ","PP","17"
"OS","AY","17"
"OD","SP","17"
"BD","ID","17"
"SH","GM","17"
"MT","AO","17"
"MN","ID","17"
"KR","GQ","17"
"LA","NH","17"
"PP","NP","17"
"IN","AV","17"
"BD","DO","17"
"KE","RB","17"
"MC","CE","17"
"MV","AU","17"
"PL","MN","17"
"WE","SG","17"
"KG","RB","17"
"BG","SI","17"
"MX","GP","17"
"AR","TO","17"
"BM","LO","17"
"MP","LG","17"
"ET","RB","17"
"TT","TU","17"
"UG","FJ","17"
"IV","VM","17"
"LG","KN","17"
"MN","BO","17"
"CQ","EN","17"
"LT","KN","17"
"UG","LA","17"
"CD","LU","17"
"QA","LA","17"
"NU","AM","17"
"YI","VE","17"
"SE","PM","17"
"PK","CS","17"
"QA","IC","17"
"BK","SF","17"
"GY","VI","17"
"CS","LE","17"
"PA","BU","17"
"SN","VI","17"
"JE","GH","17"
"KN","CV","17"
"GZ","ET","17"
"UZ","HR","17"
"BD","QA","17"
"DA","GJ","17"
"AN","AM","17"
"MA","BG","17"
"LH","CE","17"
"GA","KN","17"
"MA","GR","17"
"PO","GJ","17"
"SL","CY","17"
"GL","SA","17"
"TS","GT","17"
"BF","LI","17"
"WE","HU","17"
"RP","PF","17"
"IV","RP","17"
"GV","SW","17"
"PO","TD","17"
"AQ","PP","17"
"ES","AM","17"
"CA","MH","17"
"NL","WI","17"
"MG","CS","17"
"VM","DJ","17"
"KS","LT","17"
"MI","GT","17"
"GJ","RW","17"
"AN","LG","17"
"CQ","CG","17"
"AA","DO","17"
"MY","MD","17"
"EC","EZ","17"
"TT","NI","17"
"TH","HO","17"
"MZ","IC","17"
"VM","NG","17"
"OD","CU","17"
"KG","UG","17"
"HU","ER","17"
"BP","TU","17"
"MR","KZ","17"
"PE","CF","17"
"NG","SW","17"
"CW","MY","17"
"LI","AU","17"
"CG","NG","17"
"QA","EK","17"
"RM","TD","17"
"CB","BY","17"
"UG","KG","16"
"RI","ZA","16"
"UP","GY","16"
"FJ","NG","16"
"MX","MV","16"
"WZ","NL","16"
"TN","VM","16"
"UG","TT","16"
"KZ","TD","16"
"CU","OS","16"
"FP","CA","16"
"MV","TZ","16"
"BU","NS","16"
"BP","GM","16"
"TP","HO","16"
"TI","SO","16"
"MC","AE","16"
"CO","ST","16"
"SW","JE","16"
"CB","LU","16"
"GG","LI","16"
"BO","RQ","16"
"GY","NP","16"
"GT","GJ","16"
"FI","PA","16"
"GH","BD","16"
"WZ","BP","16"
"NI","LG","16"
"GZ","TH","16"
"SE","NU","16"
"HR","HO","16"
"HR","SM","16"
"SF","YI","16"
"VM","SI","16"
"NZ","LT","16"
"BL","GH","16"
"BY","RP","16"
"MP","BA","16"
"CG","RP","16"
"RO","LA","16"
"NG","TP","16"
"IN","GB","16"
"GH","NH","16"
"KT","OC","16"
"NZ","MH","16"
"GG","MT","16"
"PO","YI","16"
"CB","KG","16"
"HR","CB","16"
"KV","QA","16"
"HO","FJ","16"
"MP","CU","16"
"AL","GH","16"
"IZ","MN","16"
"PE","LO","16"
"TO","RP","16"
"WZ","WI","16"
"SZ","NS","16"
"JM","MP","16"
"GJ","PO","16"
"ES","ZI","16"
"MJ","NO","16"
"EZ","BX","16"
"SE","PP","16"
"AM","NU","16"
"DR","UZ","16"
"PE","OD","16"
"DJ","IC","16"
"BC","CB","16"
"MY","NG","16"
"BR","OD","16"
"VM","MN","16"
"KG","NI","16"
"ID","BD","16"
"SF","VT","16"
"SW","TT","16"
"TO","ER","16"
"TS","JM","16"
"KU","GJ","16"
"DA","UY","16"
"MJ","EI","16"
"RM","KE","16"
"TP","BE","16"
"LT","IS","16"
"BD","BH","16"
"SP","NS","16"
"MV","CS","16"
"HQ","AS","16"
"PA","HR","16"
"SP","TT","16"
"VI","IN","16"
"RW","KZ","16"
"NH","CA","16"
"MI","IC","16"
"MT","BC","16"
"VM","KV","16"
"CF","KU","16"
"TH","OD","16"
"BN","NO","16"
"BF","PU","16"
"WI","JO","16"
"BH","GV","16"
"GV","AM","16"
"AV","CA","16"
"MG","MN","16"
"IC","MN","16"
"SG","MU","16"
"MZ","HR","16"
"KE","BB","16"
"PP","UG","16"
"BL","TX","16"
"SY","GK","16"
"SE","UY","16"
"LO","SO","16"
"FM","AL","16"
"TU","CN","16"
"AO","JM","16"
"CE","MN","16"
"TN","CE","16"
"SY","GI","16"
"SO","GJ","16"
"RP","MI","16"
"NI","GL","16"
"CD","WI","16"
"SZ","LT","16"
"RS","SH","16"
"MJ","LH","16"
"PS","VC","16"
"NS","IS","16"
"FJ","BF","16"
"PM","ZI","16"
"HK","FM","16"
"FP","MX","16"
"BH","EG","16"
"VT","MU","16"
"FI","PM","16"
"CE","GV","16"
"LY","NH","16"
"IC","WA","16"
"BD","CE","16"
"IS","TN","16"
"CE","KR","16"
"AQ","FJ","16"
"CU","KR","16"
"OD","WA","16"
"HO","CB","16"
"VM","BP","16"
"SZ","PS","16"
"VI","HO","16"
"DO","GM","16"
"MO","ES","16"
"KV","UG","16"
"RO","BL","16"
"VI","NI","16"
"EI","WZ","16"
"BC","MX","16"
"SE","BF","16"
"LA","RW","16"
"RQ","HR","16"
"GR","BY","16"
"SW","CM","16"
"CT","AE","16"
"NT","AA","16"
"SA","GL","16"
"BP","WZ","16"
"KZ","MR","16"
"BF","MO","16"
"MO","RQ","16"
"BA","MP","16"
"NL","VI","16"
"KE","MN","16"
"CS","SU","16"
"LA","RO","16"
"PM","MG","16"
"TZ","TN","16"
"BK","NI","16"
"SA","WI","16"
"MH","AS","16"
"BM","MT","16"
"UZ","TZ","16"
"FI","BF","16"
"KN","SI","16"
"WE","PO","16"
"LI","BO","16"
"CF","TH","16"
"CH","MH","16"
"UG","HK","16"
"AM","LI","16"
"RW","VE","16"
"LE","TO","16"
"JE","NO","16"
"SN","ES","16"
"RQ","ZI","16"
"MP","LI","16"
"CM","NZ","16"
"MZ","PE","16"
"NH","SF","16"
"CF","SN","16"
"MD","UG","16"
"KZ","KV","16"
"CQ","AG","16"
"EK","MX","16"
"BU","GV","16"
"QA","CM","16"
"EG","TT","16"
"ZI","BD","16"
"SL","BA","16"
"LT","SY","16"
"RP","CM","16"
"MZ","MG","16"
"GQ","MX","16"
"GI","NI","16"
"QA","BT","16"
"KG","MN","16"
"SM","RP","16"
"CI","FM","16"
"BG","LT","16"
"RB","GH","16"
"LI","AR","16"
"PE","MK","16"
"PL","MI","16"
"MA","SA","16"
"UV","BL","16"
"HA","MZ","16"
"BF","BG","16"
"CU","OC","16"
"RW","HR","16"
"DA","HO","16"
"PS","TL","16"
"CF","PM","16"
"KN","LI","16"
"MX","BK","16"
"AS","MJ","16"
"PG","JA","16"
"RB","NH","16"
"AO","GJ","16"
"GJ","MZ","16"
"BD","PK","16"
"BA","FJ","16"
"PE","SI","16"
"TO","FI","16"
"GB","EC","16"
"SE","LE","16"
"GZ","PE","16"
"PA","AU","16"
"UY","TO","16"
"CA","SB","16"
"FR","MH","16"
"AS","AA","16"
"AJ","CM","16"
"GP","BB","16"
